%time,field.current_seq,field.waypoints0.frame,field.waypoints0.command,field.waypoints0.is_current,field.waypoints0.autocontinue,field.waypoints0.param1,field.waypoints0.param2,field.waypoints0.param3,field.waypoints0.param4,field.waypoints0.x_lat,field.waypoints0.y_long,field.waypoints0.z_alt,field.waypoints1.frame,field.waypoints1.command,field.waypoints1.is_current,field.waypoints1.autocontinue,field.waypoints1.param1,field.waypoints1.param2,field.waypoints1.param3,field.waypoints1.param4,field.waypoints1.x_lat,field.waypoints1.y_long,field.waypoints1.z_alt,field.waypoints2.frame,field.waypoints2.command,field.waypoints2.is_current,field.waypoints2.autocontinue,field.waypoints2.param1,field.waypoints2.param2,field.waypoints2.param3,field.waypoints2.param4,field.waypoints2.x_lat,field.waypoints2.y_long,field.waypoints2.z_alt
244308000000,0,6,22,1,1,0.0,0.0,0.0,nan,37.5448199,127.0789211,10.0004882812,6,16,0,1,0.0,0.0,0.0,nan,37.5448199,127.0789211,10.0,6,16,0,1,2.0,0.0,0.0,nan,37.5448199,127.0789211,10.0
